#Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
1610,221010,SUBMINISTRAMENT AIGÜES TER-LLOBREGAT,300000.0,-30000.0,270000.0,238476.27
1610,227990,SERVEI ANÀLISI DE CONTROL I LECTURES DE L'AIGUA,9000.0,-5000.0,4000.0,4806.43
1610,227991,MANTENIMENT SERVEI DE CLAVEGUERAM,18000.0,5000.0,23000.0,41086.44
1620,467000,SERVEI DEIXALLERIA,40200.0,0.0,40200.0,41362.84
1620,467001,SERVEI RECOLLIDA SELECTIVA,25100.0,0.0,25100.0,25376.99
1620,467002,SERVEI DE RECOLLIDA I TRACTAMENT MATÈRIA ORGÀNICA,28700.0,0.0,28700.0,29777.78
1620,467003,TRANSFERÈNCIA I ELIMINACIÓ RESIDUS MPALS. ORDINARIS,160000.0,-19000.0,141000.0,139301.06
1620,467004,SERVEI RECOLLIDA RESTA I FRACCIÓ ORGÀNICA MERCAT,5500.0,0.0,5500.0,4705.03
1620,467005,SERVEI DE RECOLLIDA DE PAPER I CARTRÓ COMERCIAL,15500.0,0.0,15500.0,12998.34
1620,467006,SERVEI DE RECOLLIDA FRACCIÓ RESTA,148000.0,0.0,148000.0,149041.94
1620,467007,SERVEI DE VOLUMINOSOS I ELIMINACIÓ RESIDUS BANALS,18500.0,0.0,18500.0,17812.2
1620,467008,QUOTA MUNICIPIS ADHERITS,27100.0,0.0,27100.0,27421.56
1620,467009,DESPESES CONTENIDORS CÀRREGA LATERAL,38000.0,0.0,38000.0,37079.4
1620,467010,SERVEI RECOLLIDA FRACCIÓ ORGÀNICA COMERCIAL,26000.0,-6000.0,20000.0,18973.11
1630,131000,RETRIBUCIONS PERSONAL TEMPORAL NETEJA VIÀRIA,109049.9,40300.0,149349.9,148127.54
1650,210000,MANTENIMENT ENLLUMENAT PÚBLIC,15000.0,0.0,15000.0,15181.49
1650,221000,SUBMINISTRAMENT ELÈCTRIC ENLLUMENAT PÚBLIC,120000.0,5000.0,125000.0,148207.57
1700,226990,DESPESES DE FUNCIONAMENT MEDI AMBIENT,5000.0,-800.0,4200.0,4053.36
1710,210000,"PARCS, JARDINS I CAMINS",35000.0,7600.0,42600.0,41359.43
1720,467000,APORTACIÓ CONCORCI CONCA RIU BESOS,150.0,0.0,150.0,106.02
1790,226991,ACTUACIONS MEDI AMBIENT,100.0,0.0,100.0,0.0
2300,120000,RETRIBUCIONS BÀSIQUES FUNCIONARIS ACCIÓ SOCIAL,35889.5,0.0,35889.5,40288.49
2300,121000,RETRIBUCIONS COMPLEMENTARIES FUNCIONARIS SERVEIS SOCIALS,49106.68,1000.0,50106.68,45194.96
2300,131000,RETRIBUCIONS BASIQUES PERSONAL TEMPORAL ACCIÓ SOCIAL,280166.84,1750.0,281916.84,282170.82
2310,221000,SUBMINISTRAMENT ELÈCTRIC EDIFICIS SERVEIS SOCIALS,2000.0,6075.0,8075.0,8907.5
2310,221020,SUBM.COMBUSTIBLE EDIFICIS DESTINATS S. SOCIALS,2500.0,0.0,2500.0,1724.28
2310,226991,DESPESES FUNCIONAMENT ACCIO SOCIAL,4000.0,375.0,4375.0,4373.62
2310,449000,APORTACIÓ RESIDÈNCIA CAN DOTRAS,115000.0,-20000.0,95000.0,95000.0
2310,480000,ASSISTÈNCIA SOCIAL,40000.0,-4000.0,36000.0,30593.13
2310,480001,APORTACIÓ FONS DE SOLIDARITAT I COOPERACIÓ,750.0,0.0,750.0,750.0
2310,480002,BEQUES LLIBRES ESCOLARS,15000.0,0.0,15000.0,14979.33
2310,480003,CONVENI INTERADMINISTRATIU SERVEIS SOCIALS,3000.0,4650.0,7650.0,7627.38
2310,480004,ASSOCIACIÓ DE PARES FILLS DISCAPACITATS,2200.0,0.0,2200.0,2200.0
2310,480005,APORTACIÓ CARITAS,6500.0,0.0,6500.0,6500.0
2310,480006,ALTRES SUBVENCIONS ACCIÓ SOCIAL,100.0,0.0,100.0,0.0
2310,480008,PROJECTE SUPORT A LA INFÀNCIA,1000.0,0.0,1000.0,0.0
2310,480009,"ALTRES SUBVENCIONS (Gent Gran, etc)",1000.0,0.0,1000.0,0.0
2310,480010,PROJECTES REHABILITACIÓ HABITATGES GENT GRAN,4000.0,-4000.0,0.0,0.0
2310,480011,SUBVENCIÓ IMPOST BÉNS IMMOLBES,10000.0,-7400.0,2600.0,2593.34
2310,480012,AJUTS AL LLOGUER,50000.0,12350.0,62350.0,62312.58
2310,480013,APORTACIÓ ONCOVALLÈS,100.0,0.0,100.0,0.0
2310,480014,AJUTS A ESTUDIS UNIVERSITARIS,3000.0,-3000.0,0.0,0.0
2310,480015,TARJETA MONEDER D'IMPACTE SOCIAL,20000.0,0.0,20000.0,12407.93
2320,226993,DESPESES FUNCIONAMENT SOLIDARITAT I COOPERACIÓ,2000.0,-1000.0,1000.0,0.0
2320,226994,DESPESES DE FUNCIONAMENT POLITIQUES D'IGUALTAT,1000.0,0.0,1000.0,350.0
2320,227992,AJUTS MEJADOR A LES ESCOLES,40000.0,4700.0,44700.0,42248.95
2320,227993,AJUST DE MENJADOR ESCOLA BRESSOL,14000.0,0.0,14000.0,11677.27
2320,227995,AJUSTS ESTADA ESCOLA BRESSOL,18000.0,0.0,18000.0,16949.77
2330,226990,DESPESES SERVEI TELEASSISTÈNCIA,20000.0,0.0,20000.0,18942.85
2330,226992,DESPESES HOMENATGE GENT GRAN,10000.0,-3000.0,7000.0,3944.72
2330,226995,DESPESES FUNCIONAMENT CASAL GENT GRAN,12000.0,-3500.0,8500.0,10600.7
2330,226996,DESPESES SERVEI DINAR EN COMPANYIA,40000.0,0.0,40000.0,40415.31
2330,227990,SERVEI PUNT DONA,14000.0,0.0,14000.0,12138.0
2330,227991,PRESTACIÓ SERVEIS CENTRE DE DISCAPACITATS,250000.0,0.0,250000.0,250000.0
2410,143000,RETRIBUCIONS PERSONAL PLA OCUPACIONAL I,100.0,0.0,100.0,0.0
2410,143100,PLA D'EMERGENCIA D'OCUPACIÓ,82403.0,-26800.0,55603.0,54904.79
2410,226990,DESPESES FUNCIONAMENT PROMOCIÓ ECONÒMICA,2000.0,0.0,2000.0,1415.21
2410,226991,DESPESES DE FOMENT DE L'OCUPACIÓ,6000.0,-6000.0,0.0,0.0
2410,226992,DESPESES DE FORMACIÓ OCUPACIONAL,30000.0,-3400.0,26600.0,20842.83
2410,470000,MESURES ESPECIALS PROMOCIÓ OCUPACIÓ (EMPRESES),10000.0,2900.0,12900.0,12909.0
3110,226990,DESPESES FUNCIONAMENT SERVEI SALUT PUBL. COMUNITÀRIA,3000.0,-600.0,2400.0,2473.78
3110,226991,DESPESES DE FUNCIONAMENT SERVEI DE CONSUM,1000.0,-1000.0,0.0,0.0
3110,227990,SERVEIS DE RECOLLIDA D'ANIMALS DOMÈSTICS,2500.0,0.0,2500.0,1850.0
3110,227991,SERVEI DE CONTROL DE COLÒNIES DE GATS,2000.0,-1000.0,1000.0,2255.75
3110,227992,"SERVEIS DE DESRATITZACIÓ, DESINFECCIÓ, ETC",16500.0,-2400.0,14100.0,14088.14
3110,227993,PRESTACIÓ SERVEIS INSPECCIÓ LEGIONEL·LOSI,5000.0,3500.0,8500.0,7798.45
3200,120000,BÀSIQUES FUNCIONARIS EDUCACIÓ,7057.79,0.0,7057.79,8387.72
3200,121000,RETRIBUCIONS COMPLEMENTARIES FUNCIONARIS EDUCACIÓ,7754.07,300.0,8054.07,6712.92
3200,212000,MANTENIMENT EDIFICIS ESCOLARS,9000.0,2000.0,11000.0,13989.83
3200,226990,DESPESES DE FUNCIONAMENT EDUCACIÓ,12000.0,-3000.0,9000.0,9216.47
3200,467000,APORTACIÓ CONSORCI ASSOCIAT DE LA UNED,16000.0,2000.0,18000.0,18000.0
3200,468000,SUBVENCIÓ ESCOLA PAU CASALS,8000.0,-1900.0,6100.0,6100.0
3200,468001,SUBVENCIÓ ESCOLA SANT JORDI,8000.0,-2900.0,5100.0,5100.0
3200,468002,SUBVENCIÓ INSTITUT MONTMELÓ,10500.0,0.0,10500.0,10500.0
3200,468003,SUBVENCIONS AMPA COL.LEGIS PUBLICS,14500.0,0.0,14500.0,14500.0
3200,468004,AMPA INSTITUT MONTMELÓ (beca d'estudis),4500.0,0.0,4500.0,2287.12
3200,468005,"FUNDACIÓ PRIVADA CULTURAL DE GRANOLLERS, AC",4200.0,0.0,4200.0,4306.3
3210,221000,SUBMINISTRAMENT ELECTRIC EDIFICIS ESCOLARS,28000.0,15000.0,43000.0,63828.75
3210,221020,SUBMINISTRAMENT GAS EDIFICIS ESCOLARS,55000.0,0.0,55000.0,28537.22
3240,130000,RETRIBUCIONS PERSONAL FIXE ESCOLA D'ADULTS,71090.26,2750.0,73840.26,73932.76
3240,130001,RETRIBUCIONS PERSONAL FIXE ESCOLA DE MÚSICA,47922.4,-750.0,47172.4,47152.49
3240,131000,RETRIBUCIONS BASIQUES PERSONAL TEMPORAL ESCOLA DE MÚSICA,92555.79,-3050.0,89505.79,96041.17
3240,131001,RETRIBUCIONS PERSONAL TEMPORAL ESCOLA D'ADULTS,94872.15,4800.0,99672.15,92519.31
3240,221000,SUBMINISTRAMENT ELECTRIC INSTAL·LACIONS ESPORTIVES,0.0,0.0,0.0,0.0
3240,226991,DESPESES DE FUNCIONAMENT ESCOLA DE MÚSICA,7000.0,-1500.0,5500.0,7708.2
3240,227990,PRESTACIÓ SERVEIS EDUCATIUS ESCOLA BRESSOL,200000.0,0.0,200000.0,200000.0
3240,227991,PRESTACIÓ SERVEI TIS,10500.0,17700.0,28200.0,28176.17
3240,227996,"PRESTACIÓ SERVEI PROJECTE """"EL GALLINER""""",10000.0,0.0,10000.0,9931.85
3300,120000,BÀSIQUES FUNCIONARIS CULTURA I JOVENTUT,22566.66,0.0,22566.66,28606.17
3300,121000,RETRIBUCIONS COMPLEMENTARIES FUNCIONARIS CULTURA I JOVENTUT,39604.4,550.0,40154.4,34255.04
3300,131000,RETRIBUCIONS PERSONAL EVENTUAL CULTURA I JOVENTUT,195458.22,49300.0,244758.22,245258.37
3300,226995,DESPESES DE FUNCIONAMENT,0.0,0.0,0.0,0.0
3334,212000,MANTENIMENT EDIFICIS CULTURALS,5000.0,550.0,5550.0,6862.26
3334,221000,ENERGIA ELECTRICA EDIFICIS CULTURALS,37000.0,0.0,37000.0,34807.1
3334,221020,SUBMINISTRAMENT GAS EDIFICIS CULTURALS,13000.0,0.0,13000.0,5543.11
3334,226990,DESPESES DE FUNCIONAMENT CULTURA,10000.0,2400.0,12400.0,13952.22
3340,226992,DESPESES MONITORS TALLERS,38000.0,-3000.0,35000.0,36313.53
3340,467000,CONSORCI NORMALITZACIÓ LINGÜÍSTICA,8800.0,0.0,8800.0,8546.07
3340,468000,L'AGRUPA,1950.0,0.0,1950.0,1950.0
3340,468001,LUDUS HISTORIAE,1200.0,0.0,1200.0,1200.0
3340,468002,XARXA,3450.0,0.0,3450.0,3450.0
3340,468003,PENYA BLAUGRANA MONTMELÓ,1950.0,0.0,1950.0,1950.0
3340,468004,COLLA DE GEGANTERS DE MONTMELÓ,2350.0,0.0,2350.0,2350.0
3340,468005,ESBART DANSAIRE MONTMELÓ,1375.0,0.0,1375.0,1375.0
3340,468006,COLLA DE DIABLES DE MONTMELÓ,2650.0,0.0,2650.0,2650.0
3340,468007,ENTITATS ACTIVITATS DE NADAL,1000.0,0.0,1000.0,1000.0
3340,468008,ASSOCIACIÓ COMPANYIA TEATRE NYAP,500.0,0.0,500.0,0.0
3340,468009,CENTRE D'ESTUDIS MONTMELÓ,2000.0,0.0,2000.0,2000.0
3360,226991,DESPESES FUNCIONAMENT PATRIMONI CULTURAL,5000.0,-1000.0,4000.0,4209.97
3360,226997,DESPESES FUNCIONAMENT MONS OBSERVANS CAN TACÓ,2500.0,0.0,2500.0,6840.49
3360,227000,PRESTACIÓ SERVEIS MONS OBSERVANS CAN TACÓ,13500.0,0.0,13500.0,20456.93
3370,212000,MANTENIMENT EDIFICIS JUVENILS,2000.0,0.0,2000.0,1143.66
3370,226990,DESPESES DE FUNCIONAMENT SERVEI JOVENTUT,8000.0,0.0,8000.0,8128.29
3370,226991,INICIATIVES ACTIVITATS JOVENILS,5000.0,-3375.0,1625.0,1624.07
3370,226992,CASAL D'ESTIU I JOVE,12000.0,-2500.0,9500.0,9553.75
3370,226993,PARC DE NADAL,6000.0,3700.0,9700.0,6458.64
3370,468000,CIJ ESPLAIA'T,8000.0,0.0,8000.0,8000.0
3370,468002,ALTRES SUBVENCIONS DE JOVENTUT,500.0,0.0,500.0,0.0
3380,226993,FESTA MAJOR,85000.0,-4800.0,80200.0,80102.61
3380,226994,CARNESTOLTES,15000.0,1500.0,16500.0,16470.38
3380,226995,ALTRES FESTES TRADICIONALS,50000.0,-3000.0,47000.0,46787.49
3380,226996,CONSUM CULTURAL,50000.0,10250.0,60250.0,60637.24
3400,120000,RETRIBUCIONS BÀSIQUES FUNCIONARIS ESPORTS,8621.48,0.0,8621.48,10351.74
3400,121000,RETRIBUCIONS COMPLEMENTARIES FUNCIONARIS ESPORTS,12866.85,0.0,12866.85,11141.48
3400,131000,RETRIBUCIONS PERSONAL TEMPORAL ESPORTS,135866.18,66000.0,201866.18,201107.34
3410,212000,MANTENIMENT INSTAL·LACIONS ESPORTIVES,6000.0,4000.0,10000.0,8681.77
3410,212001,MANTENIMENT PISCINES MUNICIPALS,5000.0,2500.0,7500.0,7233.16
3410,226990,DESPESES DE FUNCIONAMENT ESPORTS,15000.0,400.0,15400.0,15765.02
3410,468000,CF MONTMELÓ UE,16000.0,0.0,16000.0,16000.0
3410,468001,MONTMELÓ CLUB BÀSQUET,5200.0,0.0,5200.0,5200.0
3410,468002,ASSOCIACIÓ ESPORTIVA MONTMELÓ,4800.0,0.0,4800.0,4800.0
3410,468003,CLUB ESCACS MONTMELÓ,1200.0,0.0,1200.0,1200.0
3410,468004,CLUB PETANCA MONTMELÓ,1450.0,0.0,1450.0,1450.0
3410,468006,PENYA BLAUGRANA MONTMELÓ,3375.0,0.0,3375.0,3375.0
3410,468008,PENYA PERICOS,400.0,0.0,400.0,400.0
3410,468009,CLUB BILLAR MONTMELÓ,800.0,0.0,800.0,800.0
3410,468010,MONTMELÓ ASSOCIACIÓ RÍTMICA,800.0,0.0,800.0,800.0
3410,468011,CLUB DE BOXA,500.0,-500.0,0.0,0.0
3410,468012,CLUB KARATE,800.0,0.0,800.0,800.0
3410,468013,CLÀSSICS MONTMELÓ,1000.0,0.0,1000.0,1000.0
3410,468014,CLUB CICLISTA,500.0,0.0,500.0,500.0
3420,221000,SUBMINISTRAMENT ELECTRIC INSTAL·LACIONS ESPORTIVES,35000.0,800.0,35800.0,39334.25
3420,221020,SUBMINISTRAMENT GAS INSTAL·LACIONS ESPORTIVES,20000.0,0.0,20000.0,15129.18
3420,227990,SERVEI PISCINES MUNICIPALS,100.0,0.0,100.0,0.0
4310,226990,DESPESES E FUNCIONAMENT COMERÇ,1000.0,2650.0,3650.0,3419.33
4310,226991,DINAMITZACIÓ MERCAL SETMANAL,1000.0,-500.0,500.0,515.38
4310,226992,DESPESES FIRA DE COMERÇ I ARTESANIA,5000.0,-1500.0,3500.0,3596.73
4310,480000,DINAMITZACIÓ COMERCIAL,3000.0,3000.0,6000.0,6000.0
4320,226990,DESPESES DE FUNCIONAMENT SERVEI DE TURISME,1000.0,-800.0,200.0,911.04
4320,467000,APORTACIÓ CONSORCI PROMOCIÓ DEL TURISME DEL VALLÈS ORIENTAL,300.0,400.0,700.0,0.0
4390,226991,ATENCIONS PROTOCOLARIES I REPRERSENTATIV,0.0,0.0,0.0,0.0
4410,226990,DESPESES DE FUNCIONAMENT MOBILITAT SOSTENIBLE,1000.0,-1000.0,0.0,297.77
4410,226991,CAMPANYES FOMENT A LA MOBILITAT SOSTENIBLE,500.0,-500.0,0.0,0.0
4590,203000,LLOGUER MAQUINÀRIA OBRS I SERVEIS,15000.0,0.0,15000.0,14914.62
4590,213000,ADQUISICIÓ I MANTENIMENT MAQUINÀRIA I EINES,5000.0,2500.0,7500.0,7823.84
4590,214000,REPARACIONS I MANTENIMENT VEHICLES MUNICIPALS,15000.0,0.0,15000.0,13086.07
4590,221030,COMBUSTIBLES VEHICLES MUNICIPALS,15000.0,9500.0,24500.0,25507.52
4590,221040,VESTUARI PERSONALS SERVEIS MUNICIPALS,12000.0,-3000.0,9000.0,5814.28
4590,221100,MATERIAL DE NETEJA SERVEIS MUNICIPALS,8000.0,3000.0,11000.0,9966.55
4590,226090,"DESPESES ACTIVITATS CIRCUIT DE CATALUNYA (G. PREMIS, ETC..)",40000.0,17000.0,57000.0,57846.76
4590,227000,PAGAMENT CANON AIGUA,350000.0,-19500.0,330500.0,330408.96
4590,449000,APORTACIÓ EXTRAORDINÀRIA EMSO,0.0,20000.0,20000.0,20000.0
9120,100000,ASSIGNACIONS CARRECS POLITICS,91766.76,26000.0,117766.76,117554.66
9120,226010,PROTOCOL ALCALDIA,3000.0,1600.0,4600.0,4773.79
9120,230000,DIETES ÒRGANS DE GOVERN,200.0,0.0,200.0,0.0
9120,231000,DESPESES LOCOMOCIÓ ÒRGANS DE GOVERN,200.0,400.0,600.0,488.01
9120,480000,GRUPS POLITICS MUNICIPALS,45600.0,-3600.0,42000.0,42000.0
9200,120000,BASIQUES FUNCIONARIS SERVEIS GENERALS,214628.3,0.0,214628.3,238930.82
9200,121000,COMPLEMENT. FUNCIONARIS SERVEIS GENERALS,327056.52,-55250.0,271806.52,250322.54
9200,130000,RETRIBUCIONS PERSONAL FIXE SERVEIS GENERALS,62773.47,500.0,63273.47,63568.84
9200,131000,RETRIBUCIONS PERSONAL EVENTUAL SERVEIS GENERALS,227112.17,53400.0,280512.17,274078.59
9200,150000,PRODUCTIVITATSERVEIS GENERALS,0.0,0.0,0.0,3500.0
9200,151000,GRATIFICACIONS HORES EXTRES,30000.0,35400.0,65400.0,64185.26
9200,151100,PAGA EXTRA MERITADA 2012,102597.0,5700.0,108297.0,108268.33
9200,160000,QUOTES CORPORACIO SEGURETAT SOCIAL,1409328.03,-20000.0,1389328.03,1394498.0
9200,162000,FORMACIO I PERFECCIONAMENT PERSONAL FUNC,2000.0,-1700.0,300.0,255.0
9200,162001,FORMACIO I PERFECCIONAMENT PERSONAL LABORAL,1500.0,-1500.0,0.0,0.0
9200,162090,ALTRES DESPESES SOCIALS,19550.0,250.0,19800.0,15014.55
9200,202000,LLOGUERS IMMOBLES,30000.0,-9000.0,21000.0,19752.05
9200,203000,REINTING DESFIBRILADORS,4750.0,0.0,4750.0,4719.0
9200,204000,RÈNTING VEHICLES MUNICIPALS,43000.0,0.0,43000.0,40392.66
9200,204100,RÈNTING ENLLUMENAT PÚBLIC,78700.0,0.0,78700.0,78678.96
9200,204200,RENTING ESCOMBRADORA,56500.0,0.0,56500.0,56337.6
9200,206000,"RÈNTING INFORMÀTICA, EQUIPS OFICINA, ETC",22000.0,6300.0,28300.0,28329.78
9200,216000,MANTENIMENT DEL SISTEMA INFORMÀTIC,2000.0,-2000.0,0.0,125.84
9200,219000,ESTRIS I CONSERVACIÓ MATERIAL SERVEIS GENERALS,1000.0,0.0,1000.0,1009.17
9200,220000,MATERIAL D'OFICINA SERVEIS GENERALS,5000.0,2100.0,7100.0,7127.86
9200,220010,"LLIBRES, REVISTES I ALTRES PUBLICACIONS",1000.0,0.0,1000.0,565.64
9200,220020,MATERIAL INFORMÀTIC NO INVENTARIABLE,3000.0,0.0,3000.0,1857.6
9200,221000,SUBMINISTRAMENT ELÈCTRIC DEPENDÈNCIES S. GENERALS,30000.0,11300.0,41300.0,40733.23
9200,221001,SUBMINISTRAMENT ELÈCTRIC ALTRES DEPENDÈNCIES,18000.0,0.0,18000.0,29308.43
9200,221020,SUBM.COMBUSTIBLE DEPENDÈNCIES SERVEIS GENERALS,10000.0,0.0,10000.0,5998.84
9200,221040,VESTUARI,1000.0,0.0,1000.0,1044.18
9200,222000,"TELÈFONS, FAX I CORREU",20000.0,0.0,20000.0,29154.46
9200,222990,SERVEIS DE MISSATGERS,10000.0,2350.0,12350.0,17110.87
9200,224000,ASSEGURANCES PARC MÒBIL,3050.0,0.0,3050.0,3058.0
9200,224001,ASSEGURANCES EDIFICIS,7000.0,0.0,7000.0,7000.01
9200,224002,ASSEGURANCES RESPONSABILITAT CIVIL,7000.0,0.0,7000.0,6994.69
9200,224003,ASSEGURANCES PERSONAL,4000.0,0.0,4000.0,3990.0
9200,224004,ALTRES ASSEGURANCES,7500.0,-2000.0,5500.0,5472.82
9200,226030,ANUNCIS EN BUTLLETINS OFICIALS  I MITJANS COMUNICACIÓ,3000.0,2800.0,5800.0,9127.26
9200,226040,"HONORARIS SERVEIS JURÍDICS, NOTARIALS I REGISTRALS",15000.0,15725.0,30725.0,24281.39
9200,226990,DESPESES FUNCIONAMENT SERVEIS GENERALS,15620.0,3750.0,19370.0,16990.36
9200,226991,DESPESES COMUNITATS DE PROPIETARIS,3000.0,3900.0,6900.0,6919.89
9200,226992,"DESPESES SINISTRES VIA PÚBLICA, VEHICLES, ETC.",4000.0,950.0,4950.0,4781.89
9200,226993,DESPESES FUNCIONAMENT URBANISME,1000.0,4000.0,5000.0,4980.95
9200,226994,DESPESES PER EXECUCIO SUBSIDIÀRIA D'OBRES,3000.0,-3000.0,0.0,0.0
9200,227000,DESPESES DE PARTICIPACIÓ CIUTADANA,0.0,3200.0,3200.0,6921.2
9200,227080,SERVEIS DE RECAPTACIÓ ORGANISME AUTÒNOM,150000.0,0.0,150000.0,128563.82
9200,227990,CONTRACTES DE MANTENIMENT DIVERSOS SERVEIS,135000.0,0.0,135000.0,142330.69
9200,227991,SERVEIS D'ADMINISTRACIÓ GENERAL,25400.0,10000.0,35400.0,34338.2
9200,227992,SERVEIS MANTENIMENT SISTEMA INFORMÀTIC,40000.0,-11200.0,28800.0,31096.11
9200,227993,SERVEI MANTENIMENT EQUIPS MULTIFUNCIÓ,20000.0,0.0,20000.0,20891.8
9200,227994,ALTRES SERVEIS INFORMÀTICS,44500.0,-28700.0,15800.0,14561.18
9200,227995,PREVENCIÓ DE SALUT I RISCOS LABORALS,14500.0,-3500.0,11000.0,10523.24
9200,227996,DESPESES SERVEIS CREU ROJA,100.0,0.0,100.0,0.0
9200,227997,PLANS AUTOPROTECCIÓ,1500.0,-1500.0,0.0,0.0
9200,230200,DIETES PERSONAL ADMINISTRACIÓ GENERAL,500.0,0.0,500.0,0.0
9200,231200,DESPESES LOCOMOCIÓ ADMINISTRACIÓ GENERAL,1500.0,0.0,1500.0,1695.82
