#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
33100,TAXA GUALS I RESERVA VIA PUBLICA,140000.0,0.0,140000.0,131580.74
33200,TAXA APROFITAMENTS  SUBMINISTRE ELÈCTRIC I GAS,200000.0,0.0,200000.0,214590.78
33300,TAXA APROFITAMENTS SERVEIS TELECOMUNICACIONS,7000.0,0.0,7000.0,4576.19
33500,TAXA OCUPACIÓ AMB TAULES I CADIRES,38000.0,0.0,38000.0,30349.73
33600,TAXA OCUPACIÓ TERRENYS MATERIALS CONSTRUCCIÓ,6000.0,0.0,6000.0,5072.17
33800,TAXA APROFITAMENTS SUBMINISTRE TELÈFON,30000.0,0.0,30000.0,16163.02
33900,TAXA QUIOSCOS,1000.0,0.0,1000.0,1167.93
33901,"TAXA OCUPACIÓ TERRENYS PARADES, ETC.",65000.0,0.0,65000.0,58097.08
33902,TAXA MERCAT SETMANAL,47000.0,0.0,47000.0,53018.2
33903,INGRESSOS PER ACTIVITATS CIRCUIT CATALUNYA,200000.0,0.0,200000.0,130755.68
34000,TALLERS CASAL GENT GRAN,5000.0,0.0,5000.0,2135.5
34100,ALTRES INGRESSOS CASAL D'AVIS (BAR),9000.0,0.0,9000.0,8157.53
34200,DINAR EN COMPANYIA,24000.0,0.0,24000.0,30907.8
34300,ALTRES INGRESSOS D'ESPORTS,3000.0,0.0,3000.0,2984.12
34900,ALTRES INGRESSOS CULTURA,3100.0,0.0,3100.0,18156.85
34901,ALTRES INGRESSOS JOVENTUT,4000.0,0.0,4000.0,3546.51
34902,ALTRES INGRESSOS ACTIVITATS CIRCUIT,80000.0,0.0,80000.0,73719.7
34903,ALTRES INGRESSOS CULTURA (SALA POLIVALENT),15000.0,0.0,15000.0,11434.06
35000,CONTRIBUCIONS ESPECIALS,0.0,0.0,0.0,0.0
38900,REINTEGRAMENTS DE PRESSUPOSTOS TANCATS,6000.0,0.0,6000.0,865.43
39100,SANCIONS URBANISTIQUES,600.0,0.0,600.0,300.0
39120,MULTES,55000.0,0.0,55000.0,52894.07
39190,ALTRES SANCIONS,6000.0,0.0,6000.0,18423.96
39211,RECARRECS CONSTRENYIMENT,46000.0,0.0,46000.0,56439.93
39300,INTERESSOS DEMORA,16000.0,0.0,16000.0,30571.85
39800,INGRESSOS PER SINISTRES,14000.0,0.0,14000.0,7242.21
39900,ALTRES INGRESSOS DIVERSOS,25000.0,0.0,25000.0,15019.82
42000,PARTICIPACIO TRIBUTS ESTAT,1900000.0,0.0,1900000.0,1884080.75
45000,APORTACIÓ FONS CATALÀ,125000.0,0.0,125000.0,123998.44
45001,SUBVENCIÓ GENERALITAT. JUTJAT DE PAU,5700.0,0.0,5700.0,4650.0
45002,SUBVENCIÓ GENERALITAT CENTRE DE DISCAPACITATS,240000.0,0.0,240000.0,242573.36
45003,SUBVENCIONS GENERALITAT POLÍTIQUES D'IGUALTAT,100.0,0.0,100.0,0.0
45050,SUBVENCIO GENERALITAT CATALUNYA. TREBALL,100.0,0.0,100.0,0.0
45060,SUBVENCIONS GENERALITAT PLANS D'OCUPACIÓ,100.0,0.0,100.0,0.0
45070,PUOSC MANTENIMENT 2014,50000.0,0.0,50000.0,50029.46
45080,ALTRES SUBVENCIONS GENERALITAT,6000.0,0.0,6000.0,35205.47
45090,CENTRE DE RECURSOS PEDAGÒGICS,30000.0,0.0,30000.0,26093.3
46100,DE DIPUTACIÓ SERVEIS SOCIALS I SANITAT,35000.0,0.0,35000.0,151739.03
46102,DE DIPUTACIÓ CULTURA I JOVENTUT,10000.0,0.0,10000.0,27380.0
46103,DE DIPUTACIÓ ENSENYAMENT I ESPORTS,20000.0,0.0,20000.0,85870.46
46104,DE DIPUTACIÓ MEDI AMBIENT I TURISME,1000.0,0.0,1000.0,1473.0
46105,ALTRES SUBVENCIONS DIPUTACIÓ,100000.0,101500.0,201500.0,323901.37
46106,DE DIPUTACIÓ PER PACTES TERRITORIALS,15000.0,0.0,15000.0,0.0
46107,DE DIPUTACIÓ. SALUT PÚBLICA,1000.0,0.0,1000.0,1000.0
46108,SUBVENCIONS DIPUTACIÓ DINAMITZACIÓ COMERCIAL,0.0,3000.0,3000.0,0.0
46200,CONVENI AJUNTAMENT DE MONTORNÉS CAN TACÓ,15000.0,0.0,15000.0,15000.0
46201,CONVENI SEGURETAT AJ. MARTORELLES,235000.0,108150.0,343150.0,400422.94
46500,DEL CONSELL COMARCAL SERVEIS SOCIALS,75000.0,0.0,75000.0,104899.92
46501,DEL CONSELL COMARCAL BEQUES,30000.0,0.0,30000.0,2682.61
46502,DEL CONSELL COMARCAL SAD DEPENDÈNCIA,50000.0,0.0,50000.0,0.0
46503,SUBVENCIONS CONSELL COMARCAL TURISME,1000.0,0.0,1000.0,0.0
46504,ALTRES TRANSFERENCIES CONSELL COMARCAL,5000.0,0.0,5000.0,3000.0
46600,CÀNON RESIDUS. AGÈNCIA DE RESIDUS DE CATALUNYA,15000.0,0.0,15000.0,17876.5
46601,RETORN PAPER CARTRO. CRVO,22000.0,0.0,22000.0,12150.32
47000,TRANSFERENCIES D'EMPRESES PRIVADES,15000.0,0.0,15000.0,25005.0
47001,APORTACIO CIRCUIT DE CATALUNYA,25000.0,0.0,25000.0,0.0
48000,TRANS.DE FAMÍLIES I INST. SENSE FI DE LUCRE,1500.0,0.0,1500.0,2112.72
52000,INTERESES EN CUENTAS CORRIENTES,200.0,0.0,200.0,5.44
55000,LLOGUERS APARCAMENTS,3000.0,0.0,3000.0,338.8
55001,CONCESSIO POMPES FUNEBRES,100.0,0.0,100.0,0.0
55002,CONCESSIO BAR PISCINA MUNICIPAL,100.0,0.0,100.0,0.0
55003,CONCESSIO GESTIÓ PISCINA MUNICIPAL,100.0,0.0,100.0,0.0
55004,CONCESSIÓ BAR CAMP DE FUTBOL,6000.0,0.0,6000.0,5000.0
55005,ALTRES CONCESSIONS,25000.0,0.0,25000.0,21094.87
55500,APROFITAMENTS ESPECIALS,400000.0,0.0,400000.0,400000.0
59900,ALTRES INGRESSOS PATRIMONIALS,100000.0,0.0,100000.0,72000.0
61900,ALIENACIÓ DE TERRENYS,100.0,0.0,100.0,0.0
72000,DE L'ADMINISTRACIO GENERAL DE L'ESTAT,100.0,0.0,100.0,0.0
75080,TRANSFERENCIA CONVENI PLAÇA JOAN MIRÓ,110100.0,0.0,110100.0,110000.0
76100,DIPUTACIO DE BARCELONA XARXA BARCELONA MUNICIPIS DE QUALITAT,100.0,0.0,100.0,9159.5
76101,TRANSFERÈNCIES DIPUTACIÓ,0.0,1200000.0,1200000.0,1200187.89
76102,TRANSFERÈNCIES DIPUTACIÓ,0.0,110000.0,110000.0,0.0
77000,TRANSFERÈNCIES EMPRESES PRIVADES,100.0,0.0,100.0,0.0
87010,ROMANENTS DESPESES AMB FINANÇAMENT AFECTAT,0.0,1878460.26,1878460.26,0.0
91100,AJUT DE CAIXA DIPUTACIÓ DE BARCELONA,100.0,0.0,100.0,0.0
91101,PRÉSTEC,0.0,0.0,0.0,0.0
91300,PRÉSTEC INVERSIONS,100.0,0.0,100.0,0.0
91301,PRÉSTAM REBUTS A/L P D'ENS DE FORA DEL SECTOR PÚBLIC,0.0,0.0,0.0,0.0
91302,PRESTECS,0.0,0.0,0.0,0.0
#,T O T A L S,11690700.0,3401110.26,15091810.26,14151477.23
