#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
55004,CONCESSIÓ ZONA ESPORTIVA SANT JORDI,3600,0,3600,0
55005,CONCESSIONS ADMINISTRATIVES,30000,0,30000,44257.5
55500,APROFITAMENTS ESPECIALS,100,0,100,0
59900,ALTRES INGRESSOS PATRIMONIALS,110000,0,110000,107937
61900,ALIENACIÓ DE TERRENYS,100,0,100,0
72000,DE L'ADMINISTRACIO GENERAL DE L'ESTAT,100,0,100,0
75080,TRANSFERÈNCIES GENERALITAT,100,0,100,0
76100,"DIPUTACIO, PROGRAMA COMPLEMENTARI INVERSIONS",175000,0,175000,0
76101,TRANSFERÈNCIES DIPUTACIÓ,557000,0,557000,0
76102,TRANSFERÈNCIA CONSORCI TORDERA BESÒS,60000,0,60000,0
76103,ALTRES TRANSFERÈNCIES DIPUTACIÓ,1000,0,1000,0
76105,SUBVENCIÓ DIPUTACIÓ DE BARCELONA,50400,0,50400,0
76106,"DIPUTACIÓ, PROG. COMPLEMENTARI INVERSIONS P. INDUSTRIALS",850000,0,850000,0
77000,TRANSFERÈNCIES EMPRESES PRIVADES,100,0,100,0
91100,AJUT DE CAIXA DIPUTACIÓ DE BARCELONA,100,0,100,0
91101,PRÉSTEC,0,0,0,0
91300,PRESTAMOS RECIBIDOS A CORTO PLAZO,0,0,0,0
91301,PRÉSTAM REBUTS A/L P D'ENS DE FORA DEL SECTOR PÚBLIC,0,0,0,0
91302,PRESTECS,0,0,0,0
#,,14071300,232654.54,14303954.54,10713249.9
