#Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,d'obligacions reconegudes
1510,761000,TRANSFERÈNCIES CAPITAL,1000.0,0.0,1000.0,0.0
1610,221010,SUBMINISTRAMENT AIGÜES TER-LLOBREGAT,300000.0,10600.0,310600.0,226107.59
1610,227990,SERVEI ANÀLISI DE CONTROL I LECTURES DE L'AIGUA,9000.0,-3500.0,5500.0,0.0
1610,227991,MANTENIMENT SERVEI DE CLAVEGUERAM,42000.0,0.0,42000.0,27903.6
1610,467000,APORTACIO CONSORCIS,0.0,0.0,0.0,0.0
1620,467000,SERVEI DEIXALLERIA,41000.0,0.0,41000.0,37184.43
1620,467001,SERVEI RECOLLIDA SELECTIVA,39000.0,0.0,39000.0,22433.6
1620,467002,SERVEI DE RECOLLIDA I TRACTAMENT MATÈRIA ORGÀNICA,28000.0,0.0,28000.0,23763.92
1620,467003,TRANSFERÈNCIA I ELIMINACIÓ RESIDUS MPALS. ORDINARIS,154000.0,0.0,154000.0,133286.28
1620,467004,SERVEI RECOLLIDA RESTA I FRACCIÓ ORGÀNICA MERCAT,5000.0,0.0,5000.0,5533.11
1620,467005,SERVEI DE RECOLLIDA DE PAPER I CARTRÓ COMERCIAL,21000.0,0.0,21000.0,19584.29
1620,467006,SERVEI DE RECOLLIDA FRACCIÓ RESTA,186000.0,0.0,186000.0,166970.01
1620,467007,SERVEI DE VOLUMINOSOS I ELIMINACIÓ RESIDUS BANALS,19000.0,-15000.0,4000.0,4565.31
1620,467008,QUOTA MUNICIPIS ADHERITS,26000.0,0.0,26000.0,24516.72
1620,467009,DESPESES CONTENIDORS CÀRREGA LATERAL,41000.0,-9000.0,32000.0,31211.63
1650,221000,SUBMINISTRAMENT ELÈCTRIC ENLLUMENAT PÚBLIC,139300.0,0.0,139300.0,0.0
1720,226990,DESPESES FUNCIONAMENT MEDI AMBIENT,5000.0,1100.0,6100.0,0.0
1720,226991,CAMPANYES I ALTRES ACTUACIONS SERVEI MEDI AMBIENT,3000.0,-2900.0,100.0,0.0
1720,467000,APORTACIÓ CONCORCI CONCA RIU BESOS,150.0,0.0,150.0,106.36
2310,120000,BÀSIQUES FUNCIONARIS ACCIÓ SOCIAL,0.0,19020.0,19020.0,0.0
2310,121000,RETRIBUCIONS COMPLEMENTARIES FUNCIONARIS ACCIÓ SOCIAL,0.0,27980.0,27980.0,0.0
2310,130000,RETRIBUCIONS PERSONAL FIXE ACCIO SOCIAL,55000.0,-48950.0,6050.0,0.0
2310,131000,RETRIBUCIONS PERSONAL EVENTUAL ACCIO SOCIAL,257000.0,28000.0,285000.0,0.0
2310,221000,SUBMINISTRAMENT ELÈCTRIC EDIFICIS SERVEIS SOCIALS,6000.0,-2000.0,4000.0,0.0
2310,221020,SUBM.COMBUSTIBLE EDIFICIS DESTINATS S. SOCIALS,4000.0,-900.0,3100.0,0.0
2310,226990,DESPESES SERVEI TELEASSISTÈNCIA,16000.0,200.0,16200.0,0.0
2310,226991,DESPESES FUNCIONAMENT ACCIÓ SOCIAL,12000.0,-7800.0,4200.0,0.0
2310,226992,DESPESES HOMENATGE GENT GRAN,9000.0,0.0,9000.0,5032.5
2310,226993,DESPESES FUNCIONAMENT SOLIDARITAT I COOPERAC.,1500.0,0.0,1500.0,0.0
2310,226994,DESPESES FUNCIONAMENT POLÍTIQUES D'IGUALTAT,1000.0,0.0,1000.0,0.0
2310,226995,DESPESES DE FUNCIONAMENT CASAL GENT GRAN,15000.0,-3000.0,12000.0,0.0
2310,226996,DESPESES SERVEI DINAR EN COMPANYIA,26000.0,13500.0,39500.0,6222.21
2310,227990,SERVEI PUNT DONA,12000.0,450.0,12450.0,0.0
2310,227991,PRESTACIÓ DE SERVEIS CENTRE DE DISCAPACITATS,250000.0,0.0,250000.0,11000.0
2310,227992,SERVEI DE MENJADOR A LES ESCOLES,40000.0,0.0,40000.0,0.0
2310,227993,AJUTS MENJADOR ESCOLA BRESSOL,7000.0,6000.0,13000.0,955.41
2310,227995,AJUTS D'ESTADA ESCOLA BRESSOL,18000.0,0.0,18000.0,877.61
2310,227996,PRESTACIÓ DE SERVEIS PROJECTE SOCIOEDUCATIU EL GALLINER,10000.0,0.0,10000.0,0.0
2310,410000,APORTACIÓ RESIDÈNCIA CAN DOTRAS,0.0,0.0,0.0,0.0
2310,449000,APORTACIÓ RESIDÈNCIA CAN DOTRAS,129300.0,0.0,129300.0,59300.0
2310,480000,ASSISTÈNCIA SOCIAL,60000.0,-6200.0,53800.0,8627.3
2310,480001,APORTACIÓ FONS DE SOLIDARITAT I COOPERACIÓ,20000.0,0.0,20000.0,1250.0
2310,480002,BEQUES LLIBRES ESCOLARS,15000.0,-10300.0,4700.0,681.52
2310,480003,CONVENI INTERADMINISTRATIU SERVEIS SOCIALS,4000.0,0.0,4000.0,2039.08
2310,480004,ASSOCIACIÓ DE PARES FILLS DISCAPACITATS,2200.0,0.0,2200.0,0.0
2310,480005,APORTACIÓ CARITAS,6500.0,0.0,6500.0,6500.0
2310,480006,ALTRES SUBVENCIONS ACCIÓ SOCIAL,1000.0,0.0,1000.0,0.0
2310,480008,PROJECTE SUPORT A LA INFÀNCIA,1000.0,0.0,1000.0,0.0
2310,480009,"ALTRES SUBVENCIONS (Gent Gran, etc)",1000.0,0.0,1000.0,1000.0
2310,480010,PROJECTES REHABILITACIÓ HABITATGES GENT GRAN,5000.0,-3000.0,2000.0,0.0
2310,480011,SUBVENCIÓ IMPOST BÉNS IMMOLBES,15000.0,-10000.0,5000.0,0.0
2310,480012,AJUTS AL LLOGUER,50000.0,0.0,50000.0,0.0
2310,480013,APORTACIÓ ONCOVALLÈS,1000.0,0.0,1000.0,1000.0
2310,480014,AJUTS A ESTUDIS UNIVERSITARIS,10000.0,-8000.0,2000.0,0.0
2410,143000,RETRIBUCIONS PERSONAL PLA OCUPACIONAL I,100.0,0.0,100.0,0.0
2410,143100,PLA D'EMERGENCIA D'OCUPACIÓ,90000.0,122700.0,212700.0,0.0
2410,226990,DESPESES FUNCIONAMENT PROMOCIÓ ECONÒMICA,2000.0,-1700.0,300.0,0.0
2410,226991,DESPESES DE FOMENT DE L'OCUPACIÓ,12000.0,-6000.0,6000.0,6034.97
2410,226992,DESPESES DE FORMACIÓ OCUPACIONAL,45000.0,-11000.0,34000.0,0.0
2410,227990,PROJECTES DE FORMACIÓ OCUPACIONAL SOC,100.0,0.0,100.0,0.0
2410,227991,PLA ESTRATEGIC,6000.0,-450.0,5550.0,5505.5
2410,470000,MESURES ESPECIALS PROMOCIÓ OCUPACIÓ (EMPRESES),17000.0,-7000.0,10000.0,9943.3
3110,226990,DESPESES FUNCIONAMENT SERVEI SALUT PUBL. COMUNITÀRIA,1000.0,2800.0,3800.0,0.0
3110,226991,DESPESES DE FUNCIONAMENT SERVEI DE CONSUM,1000.0,-500.0,500.0,0.0
3110,227990,SERVEIS DE RECOLLIDA D'ANIMALS DOMÈSTICS,4000.0,0.0,4000.0,0.0
3110,227991,SERVEI DE CONTROL DE COLÒNIES DE GATS,2500.0,100.0,2600.0,0.0
3110,227992,"SERVEIS DE DESRATITZACIÓ, DESINFECCIÓ, ETC",15000.0,400.0,15400.0,0.0
3110,227993,PRESTACIÓ SERVEIS INSPECCIÓ LEGIONEL·LOSI,8000.0,0.0,8000.0,4145.46
3200,120000,BÀSIQUES FUNCIONARIS EDUCACIÓ,0.0,5410.0,5410.0,0.0
3200,121000,RETRIBUCIONS COMPLEMENTARIES FUNCIONARIS EDUCACIÓ,0.0,6095.0,6095.0,0.0
3200,130000,RETRIBUCIONS PERSONAL FIX ESCOLA D'ADULTS,154000.0,33495.0,187495.0,0.0
3200,130001,RETRIBUCIIONS PERSONAL FIX ESCOLA DE MÚSICA,61000.0,-11200.0,49800.0,0.0
3200,131000,RETRIBUCIONS PERSONAL EVENTUAL ESCOLA DE MÚSICA,80000.0,5600.0,85600.0,0.0
3200,221000,SUBMINISTRAMENT ELÈCTRIC EDIFICIS ESCOLARS,45000.0,-16000.0,29000.0,0.0
3200,221020,SUBM.COMBUSTIBLE EDIFICIS ESCOLARS,65000.0,-19000.0,46000.0,2783.02
3200,226990,DESPESES DE FUNCIONAMENT EDUCACIÓ,15000.0,-4900.0,10100.0,2092.29
3200,226991,DESPESES DE FUNCIONAMENT ESCOLA DE MUSICA,8000.0,-1300.0,6700.0,0.0
3200,227990,PRESTACIÓ SERVEIS EDUCATIUS ESCOLA BRESSOL,214000.0,2700.0,216700.0,0.0
3200,227991,PRESTACIÓ SERVEI TIS,21000.0,-3200.0,17800.0,0.0
3200,467000,APORTACIÓ CONSORCI ASSOCIAT DE LA UNED,18000.0,0.0,18000.0,18000.0
3200,468000,SUBVENCIÓ ESCOLA PAU CASALS,8000.0,0.0,8000.0,8000.0
3200,468001,SUBVENCIÓ ESCOLA SANT JORDI,8000.0,0.0,8000.0,8000.0
3200,468002,SUBVENCIÓ INSTITUT MONTMELÓ,10500.0,0.0,10500.0,10500.0
3200,468003,SUBVENCIONS AMPA COL.LEGIS PUBLICS,14500.0,0.0,14500.0,14500.0
3200,468004,AMPA INSTITUT MONTMELÓ (beca d'estudis),4500.0,0.0,4500.0,2287.12
3200,468005,"FUNDACIÓ PRIVADA CULTURAL DE GRANOLLERS, AC",4200.0,0.0,4200.0,2505.52
3300,120000,BÀSIQUES FUNCIONARIS CULTURA I JOVENTUT,0.0,32360.0,32360.0,0.0
3300,121000,RETRIBUCIONS COMPLEMENTARIES FUNCIONARIS CULTURA I JOVENTUT,0.0,39110.0,39110.0,0.0
3300,130000,RETRIBUCIONS PERSONAL FIXE CULTURA I JOVENTUT,80000.0,-63400.0,16600.0,0.0
3300,131000,RETRIBUCIONS PERSONAL EVENTUAL CULTURA I JOVENTUT,180000.0,25000.0,205000.0,0.0
3300,221000,SUBMINISTRAMENT ELÈCTRIC DESTINATS S. CULTURALS,37000.0,0.0,37000.0,0.0
3300,221020,SUBMINISTRAMENT GAS NATURAL EDIFICIS CULTURA,13000.0,0.0,13000.0,0.0
3300,226990,DESPESES FUNCIONAMENT CULTURA,15000.0,-3500.0,11500.0,726.0
3300,226991,DESPESES FUNCIONAMENT PATRIMONI CULTURAL,15000.0,1300.0,16300.0,240.0
3300,226992,DESPESES DE MONITORS TALLERS,38000.0,0.0,38000.0,0.0
3300,226993,FESTA MAJOR,75000.0,10000.0,85000.0,7260.0
3300,226994,CARNESTOLTES,16000.0,2050.0,18050.0,0.0
3300,226995,ALTRES FESTES TRADICIONALS,30000.0,13900.0,43900.0,4114.0
3300,226996,CONSUM CULTURAL,35000.0,16600.0,51600.0,5722.5
3300,226997,DESPESES DE FUNCIONAMENT MONS OBSERVANS CAN TACO,4000.0,950.0,4950.0,0.0
3300,227000,PRESTACIÓ DE SERVEIS MONS OBSERVANS CAN TACÓ,25000.0,6950.0,31950.0,0.0
3300,467000,APORTACIÓ CONSORCI NORMALITZACIÓ LINGÜÍSTICA,8000.0,0.0,8000.0,8717.15
3300,468000,"L'AGRUPA, ASSOCIACIÓ CULTURAL",1950.0,0.0,1950.0,1950.0
3300,468001,LUDUS HISTORIAE,1200.0,0.0,1200.0,1200.0
3300,468002,XARXA,3450.0,0.0,3450.0,3450.0
3300,468003,PENYA BLAUGRANA DE MONTMELÓ,1950.0,0.0,1950.0,0.0
3300,468004,COLLA DE GEGANTERS DE MONTMELÓ,2350.0,0.0,2350.0,2350.0
3300,468005,ESBART DANSAIRE DE MONTMELÓ,1375.0,0.0,1375.0,0.0
3300,468006,COLLA DE DIABLES DE MONTMELÓ,2650.0,0.0,2650.0,1325.0
3300,468007,ENTITATS ACTIVITATS DE NADAL,1000.0,0.0,1000.0,0.0
3300,468008,SUBVENCIÓ ASSOCIACIÓ COMPANYIA DE TEATRE NYAP,500.0,0.0,500.0,0.0
3300,468009,CENTRE D'ESTUDIS MONTMELÓ,100.0,1900.0,2000.0,2000.0
3370,226990,DESPESES DE FUNCIONAMENT SERVEI JOVENTUT,12000.0,-2800.0,9200.0,0.0
3370,226991,INICIATIVES ACTIVITATS JOVENILS,8000.0,-800.0,7200.0,0.0
3370,226992,CASAL D'ESTIU I JOVE,12000.0,0.0,12000.0,0.0
3370,226993,PARC DE NADAL,6000.0,-1000.0,5000.0,0.0
3370,468000,CIJ ESPLAIA'T,8000.0,0.0,8000.0,3000.0
3370,468002,ALTRES SUBVENCIONS DE JOVENTUT,1500.0,-1500.0,0.0,0.0
3410,120000,BÀSIQUES FUNCIONARIS ESPORTS,0.0,6775.0,6775.0,0.0
3410,121000,RETRIBUCIONS COMPLEMENTARIES FUNCIONARIS ESPORTS,0.0,9905.0,9905.0,0.0
3410,130000,RETRIBUCIONS PERSONAL FIXE SERVEI D'ESPORTS,21500.0,1315.0,22815.0,0.0
3410,131000,RETRIBUCIONS PERSONAL EVENTUAL SERVEI D'ESPORTS,140000.0,-28800.0,111200.0,0.0
3410,221000,SUBMINISTRAMENT ELÈCTRIC EDIFICIS DESTINATS ESPORTS,40000.0,0.0,40000.0,0.0
3410,221020,SUBM.COMBUSTIBLE EDIFICIS DESTINATS A ESPORTS,25000.0,0.0,25000.0,3361.73
3410,226990,DESPESES DE FUNCIONAMENT ESPORTS,20000.0,0.0,20000.0,0.0
3410,227990,SERVEI PISCINES MUNICIPALS,100.0,0.0,100.0,0.0
3410,468000,CF MONTMELÓ UE,16000.0,0.0,16000.0,9600.0
3410,468001,MONTMELÓ CLUB BÀSQUET,5200.0,0.0,5200.0,1700.0
3410,468002,ASSOCIACIÓ ESPORTIVA MONTMELÓ,4800.0,0.0,4800.0,2400.0
3410,468003,CLUB ESCACS MONTMELÓ,1200.0,0.0,1200.0,0.0
3410,468004,CLUB PETANCA MONTMELÓ,1450.0,0.0,1450.0,1450.0
3410,468006,PENYA BLAUGRANA MONTMELÓ,3375.0,0.0,3375.0,0.0
3410,468008,PENYA PERICOS,400.0,0.0,400.0,0.0
3410,468009,CLUB BILLAR MONTMELÓ,800.0,0.0,800.0,800.0
3410,468010,MONTMELÓ ASSOCIACIÓ RÍTMICA,800.0,0.0,800.0,800.0
3410,468011,CLUB DE BOXA,500.0,0.0,500.0,0.0
3410,468012,CLUB KARATE,800.0,0.0,800.0,0.0
3410,468013,CLÀSSICS MONTMELÓ,1000.0,0.0,1000.0,1000.0
4320,226990,DESPESES DE FUNCIONAMENT SERVEI DE TURISME,1000.0,0.0,1000.0,0.0
4320,467000,APORTACIÓ CONSORCI PROMOCIÓ DEL TURISME DEL VALLÈS ORIENTAL,300.0,0.0,300.0,0.0
4390,226990,DESPESES DE FUNCIONAMENT COMERÇ,1000.0,-700.0,300.0,0.0
4390,226991,DINAMITZACIÓ MERCAT SETMANAL,1000.0,-1000.0,0.0,0.0
4390,226992,DESPESES DE FIRES DE COMERÇ I ARTESANIA,6000.0,-1400.0,4600.0,0.0
4390,480000,DINAMITZACIÓ COMERCIAL,3000.0,3000.0,6000.0,4500.0
4410,226990,DESPESES DE FUNCIONAMENT MOBILITAT SOSTENIBLE,1000.0,-1000.0,0.0,0.0
4410,226991,CAMPANYES FOMENT A LA MOBILITAT SOSTENIBLE,5000.0,-4000.0,1000.0,0.0
4590,226090,"DESPESES ACTIVITATS CIRCUIT DE CATALUNYA (G. PREMIS, ETC..)",50000.0,13550.0,63550.0,5597.02
4590,227000,PAGAMENT CANON AIGUA,300000.0,-30400.0,269600.0,0.0
4590,410000,APORTACIÓ EMPRESA MUNICIPAL SERVEIS I OBRES,0.0,0.0,0.0,0.0
4590,449000,APORTACIÓ EMPRESA MUNICIPAL DE SERVEIS I OBRES,1676800.0,197500.0,1874300.0,0.0
4590,610200,PROJECTE MILLORA XARXA AIGUA POL. EL PEDREGAR,0.0,1000847.17,1000847.17,456321.54
9120,100000,ASSIGNACIONS CARRECS POLITICS,110000.0,-22750.0,87250.0,0.0
9120,226010,PROTOCOL ALCALDIA,5000.0,0.0,5000.0,0.0
9120,230000,DIETES ÒRGANS DE GOVERN,500.0,-500.0,0.0,0.0
9120,231000,DESPESES LOCOMOCIÓ ÒRGANS DE GOVERN,500.0,180.0,680.0,0.0
9200,120000,BASIQUES FUNCIONARIS SERVEIS GENERALS,72000.0,97704.0,169704.0,0.0
9200,121000,COMPLEMENT. FUNCIONARIS SERVEIS GENERALS,160000.0,120584.0,280584.0,0.0
9200,130000,RETRIBUCIONS PERSONAL FIXE SERVEIS GENERALS,335000.0,-237803.0,97197.0,0.0
9200,131000,RETRIBUCIONS PERSONAL EVENTUAL SERVEIS GENERALS,190000.0,31400.0,221400.0,0.0
9200,151000,GRATIFICACIONS HORES EXTRES,20000.0,58500.0,78500.0,0.0
9200,151100,PAGA EXTRA MERITADA 2012,24000.0,-24000.0,0.0,0.0
9200,160000,QUOTES CORPORACIO SEGURETAT SOCIAL,850000.0,55000.0,905000.0,0.0
9200,162000,FORMACIO I PERFECCIONAMENT PERSONAL FUNC,1500.0,0.0,1500.0,0.0
9200,162001,FORMACIO I PERFECCIONAMENT PERSONAL LABORAL,1000.0,0.0,1000.0,0.0
9200,162090,ALTRES DESPESES SOCIALS,25000.0,0.0,25000.0,0.0
9200,202000,LLOGUERS IMMOBLES,18000.0,700.0,18700.0,4506.0
9200,203000,REINTING DESFIBRILADORS,7000.0,0.0,7000.0,0.0
9200,204000,RÈNTING VEHICLES MUNICIPALS,43000.0,0.0,43000.0,0.0
9200,204100,RÈNTING ENLLUMENAT PÚBLIC,45000.0,4300.0,49300.0,0.0
9200,204200,RENTING ESCOMBRADORA,30000.0,-4500.0,25500.0,14084.4
9200,206000,"RÈNTING INFORMÀTICA, EQUIPS OFICINA, ETC",30000.0,-8000.0,22000.0,0.0
9200,216000,MANTENIMENT DEL SISTEMA INFORMÀTIC,2000.0,0.0,2000.0,0.0
9200,219000,ESTRIS I CONSERVACIÓ MATERIAL SERVEIS GENERALS,1000.0,0.0,1000.0,0.0
9200,220000,MATERIAL D'OFICINA SERVEIS GENERALS,9000.0,1900.0,10900.0,0.0
9200,220010,"LLIBRES, REVISTES I ALTRES PUBLICACIONS",1000.0,0.0,1000.0,0.0
9200,220020,MATERIAL INFORMÀTIC NO INVENTARIABLE,3000.0,-2000.0,1000.0,0.0
9200,221000,SUBMINISTRAMENT ELÈCTRIC DEPENDÈNCIES S. GENERALS,40000.0,-9000.0,31000.0,0.0
9200,221001,SUBMINISTRAMENT ELÈCTRIC ALTRES DEPENDÈNCIES,22000.0,-6000.0,16000.0,0.0
9200,221020,SUBM.COMBUSTIBLE DEPENDÈNCIES SERVEIS GENERALS,12000.0,4250.0,16250.0,0.0
9200,221040,VESTUARI,1000.0,1550.0,2550.0,0.0
9200,222000,"TELÈFONS, FAX I CORREU",25000.0,-7000.0,18000.0,0.0
9200,222990,SERVEIS DE MISSATGERS,15000.0,3950.0,18950.0,0.0
9200,224000,ASSEGURANCES PARC MÒBIL,2000.0,900.0,2900.0,0.0
9200,224001,ASSEGURANCES EDIFICIS,7000.0,220.0,7220.0,0.0
9200,224002,ASSEGURANCES RESPONSABILITAT CIVIL,7000.0,0.0,7000.0,0.0
9200,224003,ASSEGURANCES PERSONAL,4000.0,0.0,4000.0,0.0
9200,224004,ALTRES ASSEGURANCES,7500.0,0.0,7500.0,0.0
9200,226030,ANUNCIS EN BUTLLETINS OFICIALS  I MITJANS COMUNICACIÓ,3000.0,17350.0,20350.0,0.0
9200,226040,"HONORARIS SERVEIS JURÍDICS, NOTARIALS I REGISTRALS",25000.0,46350.0,71350.0,3509.0
9200,226990,DESPESES FUNCIONAMENT SERVEIS GENERALS,10000.0,3000.0,13000.0,0.0
9200,226991,DESPESES COMUNITATS DE PROPIETARIS,3000.0,0.0,3000.0,0.0
9200,226992,"DESPESES SINISTRES VIA PÚBLICA, VEHICLES, ETC.",4000.0,-1000.0,3000.0,0.0
9200,226993,DESPESES FUNCIONAMENT URBANISME,1000.0,1750.0,2750.0,0.0
9200,226994,DESPESES PER EXECUCIO SUBSIDIÀRIA D'OBRES,3000.0,2350.0,5350.0,0.0
9200,227000,DESPESES DE PARTICIPACIÓ CIUTADANA,15000.0,2000.0,17000.0,0.0
9200,227080,SERVEIS DE RECAPTACIÓ ORGANISME AUTÒNOM,145000.0,-104000.0,41000.0,0.0
9200,227990,CONTRACTES DE MANTENIMENT DIVERSOS SERVEIS,135000.0,56000.0,191000.0,28329.1
9200,227991,SERVEIS D'ADMINISTRACIÓ GENERAL,15000.0,4350.0,19350.0,1089.0
9200,227992,SERVEIS MANTENIMENT SISTEMA INFORMÀTIC,48000.0,-8400.0,39600.0,964.37
9200,227993,SERVEI MANTENIMENT EQUIPS MULTIFUNCIÓ,20000.0,0.0,20000.0,0.0
9200,227994,ALTRES SERVEIS INFORMÀTICS,44500.0,-24600.0,19900.0,15561.81
9200,227995,PREVENCIÓ DE SALUT I RISCOS LABORALS,10000.0,-3000.0,7000.0,0.0
9200,227996,DESPESES SERVEIS CREU ROJA,100.0,0.0,100.0,0.0
9200,227997,PLANS AUTOPROTECCIÓ,5000.0,0.0,5000.0,0.0
9200,230200,DIETES PERSONAL ADMINISTRACIÓ GENERAL,500.0,-400.0,100.0,0.0
9200,231200,DESPESES LOCOMOCIÓ ADMINISTRACIÓ GENERAL,1500.0,0.0,1500.0,0.0
9200,462000,ALTRES SUBVENCIONS ADMINISTRACIONS LOCALS,100.0,0.0,100.0,0.0
9200,466000,FEDERACIÓ DE MUNICIPIS DE CATALUNYA,1800.0,0.0,1800.0,0.0
9200,466001,ASSOCIACIÓ CATALANA DE MUNICIPIS I COMARQUES,1500.0,0.0,1500.0,1494.0
9200,480000,SUBVENCIÓ GRUPS POLÍTICS MUNICIPALS,45600.0,0.0,45600.0,15300.0
9200,480003,TRANSFERÈNCIA HABITAPARETS,7600.0,0.0,7600.0,6252.28
9200,480004,SUBVENCIÓ ASSOCIACIÓ DESOCUPATS DE MONTMELO,100.0,0.0,100.0,0.0
9200,480005,SUBVENCIO BANC DEL TEMPS,500.0,0.0,500.0,250.0
9200,480006,ALTRES SUBVENCIONS ENTITATS,2400.0,1000.0,3400.0,1750.0
9200,480007,ASSOCIACIÓ DE VEiNS SANT CRIST DE LA RUA,1000.0,0.0,1000.0,1000.0
9200,609000,INVERSIONS EN TERRENYES PER EXPROPIACIÓ,0.0,100000.0,100000.0,0.0
9200,610000,INVERSIONS 2015,400000.0,40144.07,440144.07,131441.03
9200,610100,REURBANITZACIÓ TRAVESSERA URBANA BV 5156,0.0,1200620.71,1200620.71,335958.13
9200,610200,REFORMA PLAÇA JOAN MIRÓ,0.0,200000.0,200000.0,15267.29
9200,610500,ANELLA VERDA,0.0,23875.0,23875.0,0.0
9200,632000,TANCAMENT PISTA ESPORTIVA,0.0,269505.0,269505.0,0.0
9200,632100,CENTRE JUVENIL,0.0,135246.45,135246.45,12019.16
9240,226020,"PUBLICITAT, PROPAGANDA, BUTLLETINS, CALENDARIS I ALTRES",15000.0,3450.0,18450.0,2028.43
9240,226990,DESPESES DE FUNCIONAMENT SERVEI DE COMUNICACIÓ,1000.0,-1000.0,0.0,0.0
9240,226991,PRESTACIÓ SERVEIS DISSENY I  COMUNICACIÓ,21000.0,-1000.0,20000.0,0.0
9240,467000,APORTACIÓ CONSORCI LOCALRET,1200.0,0.0,1200.0,1047.74
