#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
45090,CENTRE DE RECURSOS PEDAGÒGICS,26500,0,26500,0
46100,DE DIPUTACIÓ SERVEIS SOCIALS I SANITAT,70000,0,70000,55603.9
46101,DE DIPUTACIÓ ESPORTS,9000,0,9000,8556.36
46102,DE DIPUTACIÓ CULTURA I JOVENTUT,25000,0,25000,18783.38
46103,DE DIPUTACIÓ ENSENYAMENT,50000,0,50000,22667.89
46104,DE DIPUTACIÓ MEDI AMBIENT I TURISME,6000,4000,10000,10352.5
46105,ALTRES SUBVENCIONS DIPUTACIÓ,25000,0,25000,12630.63
46106,DE DIPUTACIÓ OCUPACIÓ LOCAL,36000,0,36000,152138.44
46107,DE DIPUTACIÓ. SALUT PÚBLICA,1000,1600,2600,2600
46108,SUBVENCIONS DIPUTACIÓ DINAMITZACIÓ COMERCIAL,16000,0,16000,0
46109,DE DIPUTACIÓ. pOLÍTIQUES D'IGUALTAT,12000,0,12000,0
46110,"DE DIPUTACIÓ, CONSUM",15000,0,15000,0
46200,CONVENI AJUNTAMENT DE MONTORNÉS CAN TACÓ,22000,0,22000,0
46202,RETORN RECOLLIDA CRVO,35500,0,35500,0
46500,DEL CONSELL COMARCAL SERVEIS SOCIALS,100000,0,100000,0
46501,DEL CONSELL COMARCAL BEQUES,46500,0,46500,0
46502,CONSELL COMARCAL SAD DEPENDÈNCIA,35000,0,35000,0
46503,DEL CONSELL COMARCAL. TURISME,100,0,100,0
46504,ALTRES TRANSFERÈNCIES CONSELL COMARCAL,1000,0,1000,746.31
46505,"DEL CONSELL COMARCAL,  CENTRE OBERT",25000,0,25000,0
46600,CÀNON RESIDUS. AGÈNCIA DE RESIDUS DE CATALUNYA,25000,7000,32000,27515.99
47000,TRANSFERENCIES D'EMPRESES PRIVADES,9000,0,9000,14800
47001,APORTACIO CIRCUIT DE CATALUNYA,100,0,100,0
48000,SUBVENCIÓ AMTU,6000,0,6000,12395.76
52000,INTERESES EN CUENTAS CORRIENTES,100,0,100,0
55000,LLOGUERS APARCAMENTS,600,0,600,290.4
55001,CONCESSIO POMPES FUNEBRES,1000,0,1000,0
55004,CONCESSIÓ ZONA ESPORTIVA SANT JORDI,100,0,100,4600
55005,CONCESSIONS ADMINISTRATIVES,45000,0,45000,30303.31
55500,APROFITAMENTS ESPECIALS,100,0,100,0
59900,ALTRES INGRESSOS PATRIMONIALS,72000,0,72000,0
61900,ALIENACIÓ DE TERRENYS,200,0,200,0
72000,DE L'ADMINISTRACIO GENERAL DE L'ESTAT,100,0,100,0
75080,TRANSFERÈNCIES GENERALITAT,75000,0,75000,0
75090,TRANSFERÈNCIES GENERALITAT,0,80000,80000,0
76100,"DIPUTACIO, PROGRAMA COMPLEMENTARI INVERSIONS",31000,0,31000,0
76101,TRANSFERÈNCIES DIPUTACIÓ,122000,0,122000,120968.08
76102,TRANSFERÈNCIA CONSORCI TORDERA BESÒS,75000,0,75000,0
76103,ALTRES TRANSFERÈNCIES DIPUTACIÓ,1000,0,1000,0
77000,TRANSFERÈNCIES D'EMPRESES PRIVADES,100,0,100,0
87010,ROMANENT PER A DESPESES AMB FINANÇAMENT AFECTAT,0,900313.82,900313.82,0
91100,AJUTS DE CAIXA DIPUTACIÓ DE BARCELONA,100,175000,175100,0
91101,PRÉSTECS,100,0,100,0
91300,PRESTEC INVERSIONS,0,300000,300000,0
#,,13288100,1477913.82,14766013.82,11336686.82
